table,field_name,type,length,decimals
LEARN\CONFIG1.DBF,A11,C,1,0
LEARN\CONFIG1.DBF,A12,C,1,0
LEARN\CONFIG1.DBF,A13,C,1,0
LEARN\CONFIG1.DBF,A14,C,1,0
LEARN\CONFIG1.DBF,A15,C,1,0
LEARN\CONFIG1.DBF,A16,C,1,0
LEARN\CONFIG1.DBF,A17,C,1,0
LEARN\CONFIG1.DBF,A18,C,1,0
LEARN\CONFIG1.DBF,A19,C,1,0
LEARN\CONFIG1.DBF,A20,C,1,0
LEARN\CONFIG1.DBF,A21,C,1,0
LEARN\CONFIG1.DBF,A22,C,1,0
LEARN\CONFIG1.DBF,A23,C,1,0
LEARN\CONFIG1.DBF,AACCREPORT,M,4,0
LEARN\CONFIG1.DBF,F1,C,1,0
LEARN\CONFIG1.DBF,F2,C,1,0
LEARN\CONFIG1.DBF,F3,C,1,0
LEARN\CONFIG1.DBF,F4,C,1,0
LEARN\CONFIG1.DBF,F5,C,1,0
LEARN\CONFIG1.DBF,F6,C,1,0
LEARN\CONFIG1.DBF,F7,C,1,0
LEARN\CONFIG1.DBF,F8,C,1,0
LEARN\CONFIG1.DBF,F9,C,1,0
LEARN\CONFIG1.DBF,F10,C,1,0
LEARN\CONFIG1.DBF,F11,C,1,0
LEARN\CONFIG1.DBF,F12,C,1,0
LEARN\CONFIG1.DBF,F13,C,1,0
LEARN\CONFIG1.DBF,F14,C,1,0
LEARN\CONFIG1.DBF,F15,C,1,0
LEARN\CONFIG1.DBF,F16,C,1,0
LEARN\CONFIG1.DBF,F17,C,1,0
LEARN\CONFIG1.DBF,F18,C,1,0
LEARN\CONFIG1.DBF,F19,C,1,0
LEARN\CONFIG1.DBF,F20,C,1,0
LEARN\CONFIG1.DBF,F21,C,1,0
LEARN\CONFIG1.DBF,F22,C,1,0
LEARN\CONFIG1.DBF,F23,C,1,0
LEARN\CONFIG1.DBF,F24,C,1,0
LEARN\CONFIG1.DBF,F25,C,1,0
LEARN\CONFIG1.DBF,PURREPORT,M,4,0
LEARN\CONFIG1.DBF,P1,C,1,0
LEARN\CONFIG1.DBF,P2,C,1,0
LEARN\CONFIG1.DBF,P3,C,1,0
LEARN\CONFIG1.DBF,P4,C,1,0
LEARN\CONFIG1.DBF,P5,C,1,0
LEARN\CONFIG1.DBF,P6,C,1,0
LEARN\CONFIG1.DBF,P7,C,1,0
LEARN\CONFIG1.DBF,P8,C,1,0
LEARN\CONFIG1.DBF,P9,C,1,0
LEARN\CONFIG1.DBF,SALEREPORT,M,4,0
LEARN\CONFIG1.DBF,S1,C,1,0
LEARN\CONFIG1.DBF,S2,C,1,0
LEARN\CONFIG1.DBF,S3,C,1,0
LEARN\CONFIG1.DBF,S4,C,1,0
LEARN\CONFIG1.DBF,S5,C,1,0
LEARN\CONFIG1.DBF,S6,C,1,0
LEARN\CONFIG1.DBF,S7,C,1,0
LEARN\CONFIG1.DBF,S8,C,1,0
LEARN\CONFIG1.DBF,S9,C,1,0
LEARN\CONFIG1.DBF,S10,C,1,0
LEARN\CONFIG1.DBF,S11,C,1,0
LEARN\CONFIG1.DBF,S12,C,1,0
LEARN\CONFIG1.DBF,S13,C,1,0
LEARN\CONFIG1.DBF,S14,C,1,0
LEARN\CONFIG1.DBF,S15,C,1,0
LEARN\CONFIG1.DBF,S16,C,1,0
LEARN\CONFIG1.DBF,S17,C,1,0
LEARN\CONFIG1.DBF,S18,C,1,0
LEARN\CONFIG1.DBF,S19,C,1,0
LEARN\CONFIG1.DBF,S20,C,1,0
LEARN\CONFIG1.DBF,S21,C,1,0
LEARN\CONFIG1.DBF,S22,C,1,0
LEARN\CONFIG1.DBF,STOCK,M,4,0
LEARN\CONFIG1.DBF,SR1,C,1,0
LEARN\CONFIG1.DBF,SR2,C,1,0
LEARN\CONFIG1.DBF,SR3,C,1,0
LEARN\CONFIG1.DBF,SR4,C,1,0
LEARN\CONFIG1.DBF,SR5,C,1,0
LEARN\CONFIG1.DBF,SR6,C,1,0
LEARN\CONFIG1.DBF,UTILITY,M,4,0
LEARN\CONFIG1.DBF,U1,C,1,0
LEARN\CONFIG1.DBF,U2,C,1,0
LEARN\CONFIG1.DBF,U3,C,1,0
LEARN\CONFIG1.DBF,U4,C,1,0
LEARN\CONFIG1.DBF,U5,C,1,0
LEARN\CONFIG1.DBF,U6,C,1,0
LEARN\CONFIG1.DBF,U7,C,1,0
LEARN\CONFIG1.DBF,U8,C,1,0
LEARN\CONFIG1.DBF,DELETE,M,4,0
LEARN\CONFIG1.DBF,D1,C,1,0
LEARN\db.DBF,DEPT,C,1,0
LEARN\db.DBF,CODE,N,6,0
LEARN\db.DBF,DATE,D,8,0
LEARN\db.DBF,PARTICULAR,C,30,0
LEARN\db.DBF,TYPE,C,1,0
LEARN\db.DBF,VNO,N,10,0
LEARN\db.DBF,INVOICENO,N,10,0
LEARN\db.DBF,OPQTY,N,12,2
LEARN\db.DBF,QTY,N,13,2
LEARN\db.DBF,RATE,N,12,2
LEARN\db.DBF,DISCOUNT,N,10,0
LEARN\db.DBF,VALUE,N,13,0
LEARN\db.DBF,RQTY,N,13,2
LEARN\db.DBF,SQTY,N,13,2
LEARN\db.DBF,MLNAME,C,40,0
LEARN\db.DBF,UTYPE,C,40,0
LEARN\db.DBF,PRQTY,N,12,2
LEARN\db.DBF,SRQTY,N,12,2
LEARN\db.DBF,PVALUE,N,12,3
LEARN\DB1.DBF,USER,C,20,0
LEARN\DB1.DBF,DEPT,C,1,0
LEARN\DB1.DBF,DATE,D,8,0
LEARN\DB1.DBF,PCODE,C,10,0
LEARN\DB1.DBF,SPO,C,5,0
LEARN\DB1.DBF,PARTICULAR,C,80,0
LEARN\DB1.DBF,TYPE,C,1,0
LEARN\DB1.DBF,VNO,N,10,0
LEARN\DB1.DBF,CCODE,N,10,0
LEARN\DB1.DBF,GCODE,N,10,0
LEARN\DB1.DBF,MAINCODE,C,10,0
LEARN\DB1.DBF,CODE,N,10,0
LEARN\DB1.DBF,RECENO,N,10,0
LEARN\DB1.DBF,LOTNO,N,10,0
LEARN\DB1.DBF,INVOICENO,N,10,0
LEARN\DB1.DBF,BILLNO,N,10,0
LEARN\DB1.DBF,CELLNO,C,15,0
LEARN\DB1.DBF,VEHNO,C,15,0
LEARN\DB1.DBF,CNO,C,15,0
LEARN\DB1.DBF,CNO1,C,15,0
LEARN\DB1.DBF,BUILTYNO,N,10,0
LEARN\DB1.DBF,FREIGHT,N,10,0
LEARN\DB1.DBF,TRUCKADA,C,40,0
LEARN\DB1.DBF,UNIT,C,10,0
LEARN\DB1.DBF,RATE,N,10,2
LEARN\DB1.DBF,CASE,N,10,0
LEARN\DB1.DBF,FILL,N,10,3
LEARN\DB1.DBF,GQTY,N,10,2
LEARN\DB1.DBF,EXCESS,N,10,2
LEARN\DB1.DBF,KANTA,N,10,2
LEARN\DB1.DBF,LESS,N,10,2
LEARN\DB1.DBF,OTHERS,N,10,0
LEARN\DB1.DBF,LABOUR,N,10,0
LEARN\DB1.DBF,ABR,N,10,2
LEARN\DB1.DBF,BROKERY,N,10,2
LEARN\DB1.DBF,ALR,N,10,2
LEARN\DB1.DBF,ABARDANA,N,10,0
LEARN\DB1.DBF,ABROK,N,10,2
LEARN\DB1.DBF,ABROKERY,N,10,0
LEARN\DB1.DBF,LBR,N,10,2
LEARN\DB1.DBF,ALABOUR,N,10,0
LEARN\DB1.DBF,ASR,N,10,2
LEARN\DB1.DBF,ASTICHING,N,10,0
LEARN\DB1.DBF,AER,N,10,2
LEARN\DB1.DBF,AEXTRALOAD,N,10,0
LEARN\DB1.DBF,ASOTR,N,10,2
LEARN\DB1.DBF,ASOTTRI,N,10,0
LEARN\DB1.DBF,AIR,N,10,2
LEARN\DB1.DBF,AINNERLAB,N,10,0
LEARN\DB1.DBF,AMR,N,10,2
LEARN\DB1.DBF,AMUNSHYANA,N,10,0
LEARN\DB1.DBF,CR,N,10,2
LEARN\DB1.DBF,STICHING,N,10,0
LEARN\DB1.DBF,QTY,N,10,2
LEARN\DB1.DBF,SAMOUNT,N,10,2
LEARN\DB1.DBF,XFREIGHT,N,12,0
LEARN\DB1.DBF,NEWFLD,C,10,0
LEARN\DB1.DBF,VALUE,N,14,2
LEARN\DB1.DBF,DISC,N,10,2
LEARN\DB1.DBF,SDISCOUNT,N,10,0
LEARN\DB1.DBF,DISCOUNT,N,10,2
LEARN\DB1.DBF,PVALUE,N,14,2
LEARN\DB1.DBF,RETURN,N,14,2
LEARN\DB1.DBF,DEBIT,N,14,2
LEARN\DB1.DBF,CREDIT,N,14,2
LEARN\DB1.DBF,BALANCE,N,14,2
LEARN\DB1.DBF,LBALANCE,N,14,0
LEARN\DB1.DBF,OPDR,N,14,0
LEARN\DB1.DBF,OPCR,N,14,0
LEARN\DB1.DBF,CDR,N,14,0
LEARN\DB1.DBF,CCR,N,14,0
LEARN\DB1.DBF,CBL,N,14,0
LEARN\DB1.DBF,LNAME,C,60,0
LEARN\DB1.DBF,BSCODE,C,5,0
LEARN\DB1.DBF,PLCODE,C,5,0
LEARN\DB1.DBF,CFCODE,C,5,0
LEARN\DB1.DBF,PDATE,D,8,0
LEARN\DB1.DBF,REMARKS,C,40,0
LEARN\DB1.DBF,DETAILS,M,4,0
LEARN\DB1.DBF,LCODE,N,10,0
LEARN\DB1.DBF,LOCATION,C,30,0
LEARN\DB1.DBF,BAGS,N,10,0
LEARN\DB1.DBF,GPNO,N,10,0
LEARN\DB1.DBF,DUEDATE,D,8,0
LEARN\DB1.DBF,DRIVERNAME,C,40,0
LEARN\DB1.DBF,MLC,C,6,0
LEARN\DB2.DBF,USER,C,20,0
LEARN\DB2.DBF,DEPT,C,1,0
LEARN\DB2.DBF,DATE,D,8,0
LEARN\DB2.DBF,CODE,N,10,0
LEARN\DB2.DBF,PCODE,C,10,0
LEARN\DB2.DBF,PARTICULAR,C,80,0
LEARN\DB2.DBF,TYPE,C,1,0
LEARN\DB2.DBF,VNO,N,6,0
LEARN\DB2.DBF,GPNO,N,10,0
LEARN\DB2.DBF,DRIVERNAME,C,40,0
LEARN\DB2.DBF,VEHNO,C,10,0
LEARN\DB2.DBF,MLC,C,2,0
LEARN\DB2.DBF,LOTNO,N,10,0
LEARN\DB2.DBF,INVOICENO,N,10,0
LEARN\DB2.DBF,RATE,N,10,2
LEARN\DB2.DBF,GQTY,N,10,0
LEARN\DB2.DBF,BAGS,N,10,0
LEARN\DB2.DBF,FILL,N,10,0
LEARN\DB2.DBF,EXCESS,N,10,0
LEARN\DB2.DBF,LESS,N,10,0
LEARN\DB2.DBF,KANTA,N,10,0
LEARN\DB2.DBF,QTY,N,10,0
LEARN\DB2.DBF,PVALUE,N,12,0
LEARN\DB2.DBF,VALUE,N,12,0
LEARN\DB2.DBF,SAMOUNT,N,12,2
LEARN\DB2.DBF,DISC,N,10,2
LEARN\DB2.DBF,DISCOUNT,N,12,2
LEARN\DB2.DBF,FREIGHT,N,12,0
LEARN\DB2.DBF,XFREIGHT,N,12,0
LEARN\DB2.DBF,STAX,N,12,0
LEARN\DB2.DBF,DEBIT,N,12,0
LEARN\DB2.DBF,CREDIT,N,12,0
LEARN\DB2.DBF,BALANCE,N,12,0
LEARN\DB2.DBF,LBALANCE,N,12,0
LEARN\DB2.DBF,OPDR,N,12,0
LEARN\DB2.DBF,OPCR,N,12,0
LEARN\DB2.DBF,CDR,N,12,0
LEARN\DB2.DBF,CCR,N,12,0
LEARN\DB2.DBF,CBL,N,12,0
LEARN\DB2.DBF,LNAME,C,60,0
LEARN\DB2.DBF,BSCODE,C,5,0
LEARN\DB2.DBF,PLCODE,C,5,0
LEARN\DB2.DBF,CFCODE,C,5,0
LEARN\DB2.DBF,PDATE,D,8,0
LEARN\DB2.DBF,DUEDATE,D,8,0
LEARN\DB2.DBF,REMARKS,C,40,0
LEARN\DB2.DBF,DETAILS,C,10,0
LEARN\DB2.DBF,STATUS,C,10,0
LEARN\DB2.DBF,PNAME,C,40,0
LEARN\DB2.DBF,JAN,N,10,0
LEARN\DB2.DBF,FEB,N,10,0
LEARN\DB2.DBF,MAR,N,10,0
LEARN\DB2.DBF,APR,N,10,0
LEARN\DB2.DBF,MAY,N,10,0
LEARN\DB2.DBF,JUN,N,10,0
LEARN\DB2.DBF,JUL,N,10,0
LEARN\DB2.DBF,AUG,N,10,0
LEARN\DB2.DBF,SEP,N,10,0
LEARN\DB2.DBF,OCT,N,10,0
LEARN\DB2.DBF,NOV,N,10,0
LEARN\DB2.DBF,DEC,N,10,0
LEARN\DB2.DBF,LCODE,N,10,0
LEARN\DB2.DBF,LOCATION,C,30,0
LEARN\DB3.DBF,DATE,D,8,0
LEARN\DB3.DBF,CODE,N,6,0
LEARN\DB3.DBF,MLC,C,6,0
LEARN\DB3.DBF,PARTICULAR,C,80,0
LEARN\DB3.DBF,TYPE,C,1,0
LEARN\DB3.DBF,VNO,N,10,0
LEARN\DB3.DBF,INVOICENO,N,10,0
LEARN\DB3.DBF,QTY,N,10,2
LEARN\DB3.DBF,UNIT,C,3,0
LEARN\DB3.DBF,RATE,N,10,2
LEARN\DB3.DBF,VALUE,N,12,0
LEARN\DB3.DBF,PVALUE,N,10,2
LEARN\DB3.DBF,ST,N,5,2
LEARN\DB3.DBF,STAX,N,10,0
LEARN\DB3.DBF,DISC,N,5,2
LEARN\DB3.DBF,DISCOUNT,N,10,0
LEARN\DB3.DBF,DEBIT,N,16,0
LEARN\DB3.DBF,CREDIT,N,16,0
LEARN\DB3.DBF,BALANCE,N,16,0
LEARN\DB3.DBF,ADVBOOK,N,10,0
LEARN\DB3.DBF,MLNAME,C,30,0
LEARN\DBB.DBF,DATE,D,8,0
LEARN\DBB.DBF,CODE,N,6,0
LEARN\DBB.DBF,CCODE,N,6,0
LEARN\DBB.DBF,MLC,C,6,0
LEARN\DBB.DBF,PARTICULAR,C,80,0
LEARN\DBB.DBF,TYPE,C,1,0
LEARN\DBB.DBF,VNO,N,10,0
LEARN\DBB.DBF,PRNO,N,8,0
LEARN\DBB.DBF,INVOICENO,N,10,0
LEARN\DBB.DBF,QTY,N,10,2
LEARN\DBB.DBF,UNIT,C,3,0
LEARN\DBB.DBF,RATE,N,8,2
LEARN\DBB.DBF,VALUE,N,12,0
LEARN\DBB.DBF,PVALUE,N,10,2
LEARN\DBB.DBF,ST,N,5,2
LEARN\DBB.DBF,STAX,N,10,0
LEARN\DBB.DBF,DISC,N,5,2
LEARN\DBB.DBF,DISCOUNT,N,10,0
LEARN\DBB.DBF,DEBIT,N,12,0
LEARN\DBB.DBF,CREDIT,N,12,0
LEARN\DBB.DBF,BALANCE,N,12,0
LEARN\DBB.DBF,ADVBOOK,N,10,0
LEARN\DBDB.DBF,DATE,D,8,0
LEARN\DBDB.DBF,CODE,N,6,0
LEARN\DBDB.DBF,CCODE,N,6,0
LEARN\DBDB.DBF,MLC,C,6,0
LEARN\DBDB.DBF,PARTICULAR,C,80,0
LEARN\DBDB.DBF,TYPE,C,1,0
LEARN\DBDB.DBF,VNO,N,10,0
LEARN\DBDB.DBF,PRNO,N,8,0
LEARN\DBDB.DBF,INVOICENO,N,10,0
LEARN\DBDB.DBF,QTY,N,10,2
LEARN\DBDB.DBF,UNIT,C,3,0
LEARN\DBDB.DBF,RATE,N,8,2
LEARN\DBDB.DBF,VALUE,N,12,0
LEARN\DBDB.DBF,PVALUE,N,10,2
LEARN\DBDB.DBF,ST,N,5,2
LEARN\DBDB.DBF,STAX,N,10,0
LEARN\DBDB.DBF,DISC,N,5,2
LEARN\DBDB.DBF,DISCOUNT,N,10,0
LEARN\DBDB.DBF,DEBIT,N,12,0
LEARN\DBDB.DBF,CREDIT,N,12,0
LEARN\DBDB.DBF,BALANCE,N,12,0
LEARN\DBDB.DBF,ADVBOOK,N,10,0
LEARN\DELETE.DBF,MODE,C,1,0
LEARN\DELETE.DBF,DATE,D,8,0
LEARN\DELETE.DBF,PCODE,C,10,0
LEARN\DELETE.DBF,LNAME,C,40,0
LEARN\DELETE.DBF,PARTICULAR,C,70,0
LEARN\DELETE.DBF,TYPE,C,1,0
LEARN\DELETE.DBF,VNO,N,6,0
LEARN\DELETE.DBF,QTY,N,12,0
LEARN\DELETE.DBF,PDATE,D,8,0
LEARN\DELETE.DBF,CODE,N,10,0
LEARN\DELETE.DBF,INVOICENO,N,10,0
LEARN\DELETE.DBF,BILLNO,N,10,0
LEARN\DELETE.DBF,UNIT,C,10,0
LEARN\DELETE.DBF,RATE,N,10,0
LEARN\DELETE.DBF,CASE,N,10,0
LEARN\DELETE.DBF,FILL,N,7,0
LEARN\DELETE.DBF,SAMOUNT,N,10,0
LEARN\DELETE.DBF,DISCOUNT,N,10,0
LEARN\DELETE.DBF,STAX,N,10,0
LEARN\DELETE.DBF,GATEPASS,N,8,0
LEARN\DELETE.DBF,PVALUE,N,10,0
LEARN\DELETE.DBF,DEBIT,N,10,0
LEARN\DELETE.DBF,CREDIT,N,10,0
LEARN\DELETE.DBF,BALANCE,N,10,0
LEARN\DELETE.DBF,LBALANCE,N,10,0
LEARN\DELETE.DBF,OPDR,N,10,0
LEARN\DELETE.DBF,OPCR,N,10,0
LEARN\DELETE.DBF,CBL,N,10,0
LEARN\EDB.DBF,USER,C,20,0
LEARN\EDB.DBF,DEPT,C,1,0
LEARN\EDB.DBF,DATE,D,8,0
LEARN\EDB.DBF,CODE,N,10,0
LEARN\EDB.DBF,PCODE,C,10,0
LEARN\EDB.DBF,PARTICULAR,C,80,0
LEARN\EDB.DBF,TYPE,C,1,0
LEARN\EDB.DBF,VNO,N,6,0
LEARN\EDB.DBF,GPNO,N,10,0
LEARN\EDB.DBF,DRIVERNAME,C,40,0
LEARN\EDB.DBF,VEHNO,C,10,0
LEARN\EDB.DBF,MLC,C,2,0
LEARN\EDB.DBF,LOTNO,N,10,0
LEARN\EDB.DBF,INVOICENO,N,10,0
LEARN\EDB.DBF,RATE,N,10,2
LEARN\EDB.DBF,GQTY,N,10,0
LEARN\EDB.DBF,BAGS,N,10,0
LEARN\EDB.DBF,FILL,N,10,0
LEARN\EDB.DBF,EXCESS,N,10,0
LEARN\EDB.DBF,LESS,N,10,0
LEARN\EDB.DBF,KANTA,N,10,0
LEARN\EDB.DBF,QTY,N,10,0
LEARN\EDB.DBF,PVALUE,N,12,0
LEARN\EDB.DBF,VALUE,N,12,0
LEARN\EDB.DBF,FREIGHT,N,12,0
LEARN\EDB.DBF,XFREIGHT,N,12,0
LEARN\EDB.DBF,DEBIT,N,12,0
LEARN\EDB.DBF,CREDIT,N,12,0
LEARN\EDB.DBF,BALANCE,N,12,0
LEARN\EDB.DBF,LBALANCE,N,12,0
LEARN\EDB.DBF,OPDR,N,12,0
LEARN\EDB.DBF,OPCR,N,12,0
LEARN\EDB.DBF,CDR,N,12,0
LEARN\EDB.DBF,CCR,N,12,0
LEARN\EDB.DBF,CBL,N,12,0
LEARN\EDB.DBF,LNAME,C,60,0
LEARN\EDB.DBF,BSCODE,C,5,0
LEARN\EDB.DBF,PLCODE,C,5,0
LEARN\EDB.DBF,CFCODE,C,5,0
LEARN\EDB.DBF,PDATE,D,8,0
LEARN\EDB.DBF,DUEDATE,D,8,0
LEARN\EDB.DBF,REMARKS,C,40,0
LEARN\EDB.DBF,DETAILS,C,10,0
LEARN\EDB.DBF,STATUS,C,10,0
LEARN\EDB.DBF,PNAME,C,40,0
LEARN\EDB.DBF,JAN,N,10,0
LEARN\EDB.DBF,FEB,N,10,0
LEARN\EDB.DBF,MAR,N,10,0
LEARN\EDB.DBF,APR,N,10,0
LEARN\EDB.DBF,MAY,N,10,0
LEARN\EDB.DBF,JUN,N,10,0
LEARN\EDB.DBF,JUL,N,10,0
LEARN\EDB.DBF,AUG,N,10,0
LEARN\EDB.DBF,SEP,N,10,0
LEARN\EDB.DBF,OCT,N,10,0
LEARN\EDB.DBF,NOV,N,10,0
LEARN\EDB.DBF,DEC,N,10,0
LEARN\FBS.DBF,DEPT,C,1,0
LEARN\FBS.DBF,DATE,D,8,0
LEARN\FBS.DBF,GPNO,N,8,0
LEARN\FBS.DBF,CODE,N,8,0
LEARN\FBS.DBF,PCODE,C,10,0
LEARN\FBS.DBF,PARTICULAR,C,100,0
LEARN\FBS.DBF,MLC,C,2,0
LEARN\FBS.DBF,VNO,N,10,0
LEARN\FBS.DBF,TYPE,C,1,0
LEARN\FBS.DBF,LOTNO,N,10,0
LEARN\FBS.DBF,GALAWEIGHT,N,10,0
LEARN\FBS.DBF,QTY,N,10,0
LEARN\FBS.DBF,RATE,N,10,0
LEARN\FBS.DBF,VALUE,N,10,0
LEARN\FoxyPreviewer_Settings.dbf,PROPERTY,C,25,0
LEARN\FoxyPreviewer_Settings.dbf,CVALUE,C,254,0
LEARN\FoxyPreviewer_Settings.dbf,NVALUE,I,4,0
LEARN\FoxyPreviewer_Settings.dbf,LVALUE,L,1,0
LEARN\FoxyPreviewer_Settings.dbf,_NullFlags,0,1,0
LEARN\HBARDANA.DBF,DEPT,C,1,0
LEARN\HBARDANA.DBF,DATE,D,8,0
LEARN\HBARDANA.DBF,GPNO,N,8,0
LEARN\HBARDANA.DBF,CODE,N,8,0
LEARN\HBARDANA.DBF,PCODE,C,10,0
LEARN\HBARDANA.DBF,PARTICULAR,C,100,0
LEARN\HBARDANA.DBF,DRIVERNAME,C,40,0
LEARN\HBARDANA.DBF,VNO,N,10,0
LEARN\HBARDANA.DBF,TYPE,C,1,0
LEARN\HBARDANA.DBF,QTY,N,10,0
LEARN\HBARDANA.DBF,RATE,N,10,0
LEARN\HBARDANA.DBF,VALUE,N,10,0
LEARN\HBARDANA.DBF,FREIGHT,N,10,0
LEARN\HBARDANA.DBF,LCODE,N,10,0
LEARN\HBARDANA.DBF,LOCATION,C,30,0
LEARN\HBARDANA.DBF,OPQTY,N,10,0
LEARN\HBARDANA.DBF,RQTY,N,10,0
LEARN\HBARDANA.DBF,IQTY,N,10,0
LEARN\HBARDANA.DBF,DQTY,N,10,0
LEARN\HCODE.DBF,CODE,N,6,0
LEARN\HCODE.DBF,MLNAME,C,50,0
LEARN\HCODE.DBF,UNIT,C,12,0
LEARN\HCODE.DBF,RATE,N,10,2
LEARN\HUSKING.DBF,DEPT,C,1,0
LEARN\HUSKING.DBF,DATE,D,8,0
LEARN\HUSKING.DBF,GPNO,N,8,0
LEARN\HUSKING.DBF,CODE,N,8,0
LEARN\HUSKING.DBF,PCODE,C,10,0
LEARN\HUSKING.DBF,PARTICULAR,C,100,0
LEARN\HUSKING.DBF,DRIVERNAME,C,40,0
LEARN\HUSKING.DBF,VEHNO,C,15,0
LEARN\HUSKING.DBF,MLC,C,2,0
LEARN\HUSKING.DBF,VNO,N,10,0
LEARN\HUSKING.DBF,TYPE,C,1,0
LEARN\HUSKING.DBF,LOTNO,N,10,0
LEARN\HUSKING.DBF,GQTY,N,10,0
LEARN\HUSKING.DBF,BAGS,N,10,0
LEARN\HUSKING.DBF,FILL,N,10,2
LEARN\HUSKING.DBF,EXCESS,N,10,0
LEARN\HUSKING.DBF,LESS,N,10,0
LEARN\HUSKING.DBF,QTY,N,10,0
LEARN\HUSKING.DBF,RATE,N,10,0
LEARN\HUSKING.DBF,VALUE,N,10,0
LEARN\HUSKING.DBF,FREIGHT,N,10,0
LEARN\HUSKING.DBF,LCODE,N,10,0
LEARN\HUSKING.DBF,LOCATION,C,30,0
LEARN\INVOICE.DBF,DATE,D,8,0
LEARN\INVOICE.DBF,TYPE,C,1,0
LEARN\INVOICE.DBF,VNO,N,10,0
LEARN\INVOICE.DBF,INVOICENO,N,10,0
LEARN\JDB.DBF,USER,C,20,0
LEARN\JDB.DBF,DEPT,C,1,0
LEARN\JDB.DBF,DATE,D,8,0
LEARN\JDB.DBF,CODE,N,10,0
LEARN\JDB.DBF,PCODE,C,10,0
LEARN\JDB.DBF,PARTICULAR,C,80,0
LEARN\JDB.DBF,TYPE,C,1,0
LEARN\JDB.DBF,VNO,N,6,0
LEARN\JDB.DBF,GPNO,N,10,0
LEARN\JDB.DBF,DRIVERNAME,C,40,0
LEARN\JDB.DBF,VEHNO,C,10,0
LEARN\JDB.DBF,MLC,C,2,0
LEARN\JDB.DBF,LOTNO,N,10,0
LEARN\JDB.DBF,INVOICENO,N,10,0
LEARN\JDB.DBF,RATE,N,10,2
LEARN\JDB.DBF,GQTY,N,10,0
LEARN\JDB.DBF,BAGS,N,10,0
LEARN\JDB.DBF,FILL,N,10,0
LEARN\JDB.DBF,EXCESS,N,10,0
LEARN\JDB.DBF,LESS,N,10,0
LEARN\JDB.DBF,KANTA,N,10,0
LEARN\JDB.DBF,QTY,N,10,0
LEARN\JDB.DBF,VALUE,N,10,0
LEARN\JDB.DBF,FREIGHT,N,10,0
LEARN\JDB.DBF,XFREIGHT,N,10,0
LEARN\JDB.DBF,DEBIT,N,10,0
LEARN\JDB.DBF,CREDIT,N,10,0
LEARN\JDB.DBF,BALANCE,N,10,0
LEARN\JDB.DBF,LBALANCE,N,10,0
LEARN\JDB.DBF,OPDR,N,10,0
LEARN\JDB.DBF,OPCR,N,10,0
LEARN\JDB.DBF,CDR,N,10,0
LEARN\JDB.DBF,CCR,N,10,0
LEARN\JDB.DBF,CBL,N,10,0
LEARN\JDB.DBF,LNAME,C,60,0
LEARN\JDB.DBF,BSCODE,C,5,0
LEARN\JDB.DBF,PLCODE,C,5,0
LEARN\JDB.DBF,CFCODE,C,5,0
LEARN\JDB.DBF,PDATE,D,8,0
LEARN\JDB.DBF,DUEDATE,D,8,0
LEARN\JDB.DBF,REMARKS,C,40,0
LEARN\JDB.DBF,DETAILS,C,10,0
LEARN\JDB.DBF,STATUS,C,10,0
LEARN\JDB.DBF,PNAME,C,40,0
LEARN\JDB.DBF,JAN,N,10,0
LEARN\JDB.DBF,FEB,N,10,0
LEARN\JDB.DBF,MAR,N,10,0
LEARN\JDB.DBF,APR,N,10,0
LEARN\JDB.DBF,MAY,N,10,0
LEARN\JDB.DBF,JUN,N,10,0
LEARN\JDB.DBF,JUL,N,10,0
LEARN\JDB.DBF,AUG,N,10,0
LEARN\JDB.DBF,SEP,N,10,0
LEARN\JDB.DBF,OCT,N,10,0
LEARN\JDB.DBF,NOV,N,10,0
LEARN\JDB.DBF,DEC,N,10,0
LEARN\LCODE.DBF,LCODE,N,6,0
LEARN\LCODE.DBF,LOCATION,C,40,0
LEARN\MAIN.DBF,USER,C,20,0
LEARN\MAIN.DBF,DEPT,C,1,0
LEARN\MAIN.DBF,DATE,D,8,0
LEARN\MAIN.DBF,PCODE,C,10,0
LEARN\MAIN.DBF,SPO,C,5,0
LEARN\MAIN.DBF,PARTICULAR,C,80,0
LEARN\MAIN.DBF,TYPE,C,1,0
LEARN\MAIN.DBF,VNO,N,10,0
LEARN\MAIN.DBF,CCODE,N,10,0
LEARN\MAIN.DBF,GCODE,N,10,0
LEARN\MAIN.DBF,MAINCODE,C,10,0
LEARN\MAIN.DBF,CODE,N,10,0
LEARN\MAIN.DBF,RECENO,N,10,0
LEARN\MAIN.DBF,LOTNO,N,10,0
LEARN\MAIN.DBF,INVOICENO,N,10,0
LEARN\MAIN.DBF,BILLNO,N,10,0
LEARN\MAIN.DBF,CELLNO,C,15,0
LEARN\MAIN.DBF,VEHNO,C,15,0
LEARN\MAIN.DBF,CNO,C,15,0
LEARN\MAIN.DBF,CNO1,C,15,0
LEARN\MAIN.DBF,BUILTYNO,N,10,0
LEARN\MAIN.DBF,FREIGHT,N,10,0
LEARN\MAIN.DBF,TRUCKADA,C,40,0
LEARN\MAIN.DBF,UNIT,C,10,0
LEARN\MAIN.DBF,RATE,N,10,2
LEARN\MAIN.DBF,CASE,N,10,0
LEARN\MAIN.DBF,FILL,N,10,3
LEARN\MAIN.DBF,GQTY,N,10,2
